Images/skirt_length_labels/73131f1c931056ee23ed8bf2a7910344.jpg,skirt_length_labels,nnnynn
Images/skirt_length_labels/969c50368b971adb5196f6c1f5f0b67c.jpg,skirt_length_labels,nynnnn
Images/skirt_length_labels/92075c2fd17240bdb47448a66ee45663.jpg,skirt_length_labels,nnnnyn
Images/skirt_length_labels/663dffd0aea3415df45657b67c8ca972.jpg,skirt_length_labels,nnnnny
Images/skirt_length_labels/30cb0745d6d6aa30ec21018936ffd008.jpg,skirt_length_labels,nnnnny
Images/skirt_length_labels/6fdc576308bed61083adceaf8dce8516.jpg,skirt_length_labels,nnnnyn
Images/skirt_length_labels/a13fffada61dc3cdf4221d72cbe4b792.jpg,skirt_length_labels,nnynnn
Images/skirt_length_labels/c891cc0721fceaaa80627f1b040476f9.jpg,skirt_length_labels,nnnnny
Images/skirt_length_labels/4de84dbc8b65b534ae094cf01d3df214.jpg,skirt_length_labels,nnynnn
Images/skirt_length_labels/e99737e685c9ecf1d403591a425f03cc.jpg,skirt_length_labels,nnnnny
Images/skirt_length_labels/8283dc7cd686dc5a1bd64c96b4dd65a2.jpg,skirt_length_labels,nnnynn
Images/skirt_length_labels/6a243c979024f52e061221f76f174da7.jpg,skirt_length_labels,nnnynn
Images/skirt_length_labels/0e82205a3020408c1754c22a7a8e4859.jpg,skirt_length_labels,nnnnyn
Images/skirt_length_labels/ae0b74da7c29f1bb0f368cbc12813e5a.jpg,skirt_length_labels,nnynnn
Images/skirt_length_labels/ca97260288f09984ec6581d0b5232ed0.jpg,skirt_length_labels,nnnymn
Images/skirt_length_labels/0d8c54aef5aa27a2bff40824a97c5da0.jpg,skirt_length_labels,nnnnny
Images/skirt_length_labels/d91f0f7ddb64b7c9978a09e8f4378c8c.jpg,skirt_length_labels,nnmynn
Images/skirt_length_labels/b2d656bc24b04a333dc5fb790df7eb69.jpg,skirt_length_labels,nnnymn
Images/skirt_length_labels/ba52afbd3647ab4fc75f284684eb1bc3.jpg,skirt_length_labels,nnynnn
Images/skirt_length_labels/66ec9e1b3045d41020329495f4d5e332.jpg,skirt_length_labels,nnnnny
Images/skirt_length_labels/3dd319827046f90bded9db62cd2b770a.jpg,skirt_length_labels,nnnynn
Images/skirt_length_labels/516629e72c107861bbc455bda0aed18e.jpg,skirt_length_labels,nynnnn
Images/skirt_length_labels/44c7661d338960fe20b1ce9b4435d4fe.jpg,skirt_length_labels,nynnnn
Images/skirt_length_labels/9c16defc2ba25d6ebc6b869c1d36d932.jpg,skirt_length_labels,nnnnny
Images/skirt_length_labels/e0ecd20143a4a982f306b89533f5270c.jpg,skirt_length_labels,nnnnyn
Images/skirt_length_labels/32af08a2779184969e47e7f4d1e3eed5.jpg,skirt_length_labels,nnnnyn
Images/skirt_length_labels/96fbbcfb7f69f317a614b722fba2c41d.jpg,skirt_length_labels,nnnnny
Images/skirt_length_labels/0c752e9ea3844718ed7304c4c5073a3f.jpg,skirt_length_labels,nnnnny
Images/skirt_length_labels/5abb0c19e89ba389b1f776b48cee881e.jpg,skirt_length_labels,nnnymn
Images/skirt_length_labels/9c6517edec3199f3765014e02686d720.jpg,skirt_length_labels,nnnnyn
Images/skirt_length_labels/356cf7d7d3967757404cad4037f66fa6.jpg,skirt_length_labels,nnnnny
Images/skirt_length_labels/8f9673afaf42eb59419f6fc96469c679.jpg,skirt_length_labels,nynnnn
Images/skirt_length_labels/eab33dc1fe841109475acb18274b1746.jpg,skirt_length_labels,nnynnn
Images/skirt_length_labels/f10cc919192bcb8efc79c4aa9b9a537e.jpg,skirt_length_labels,nnnnny
Images/skirt_length_labels/01eaefbddb50df3f59c13a0b96bada24.jpg,skirt_length_labels,ynnnnn
